company_name,pdf_url,sentence_id,sentence,sentence_length,predicted_sentiment,sentiment_score,sentiment_intensity,sentiment_words_count,neutral_indicators_count,actual_sentiment,notes
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,1,"Management Discussion and Analysis 
section and Corporate Governance Report which 
forms an integral part of the Annual Report
14",19,Neutral,0,0.0,0,2,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,2,"AUDITORS & REPORTS:
 A",4,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,3,Statutory Auditors:  M/s,3,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,4,"B S R & Associates 
LLP, Chartered Accountants (ICAI Firm 
Registration No",12,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,5,": 101248W/W-100022), were 
appointed as the Statutory Auditors of the 
Company for a term of five (5) years, from the 
conclusion of the 5th Annual General Meeting 
until the conclusion of the 10th Annual General 
Meeting, to be held in the year 2027",43,Neutral,0,0.0,0,3,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,6,"Pursuant to the provisions of Sections 139 
and 141 of the Act, and the relevant rules 
made there under, the Statutory Auditors 
have confirmed that they are eligible and 
not disqualified to continue as Auditors of 
the Company",38,Neutral,0,0.0,0,3,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,7,"They have also confirmed that 
they have undergone the peer review process 
conducted by the Institute of Chartered 
Accountants of India (ICAI) and hold a valid 
certificate issued by the Peer Review Board of 
the ICAI",36,Neutral,0,0.0,0,3,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,8,"The Auditors’ Report for FY 2024–25 is 
unmodified and does not contain any 
qualification, reservation, adverse remark, 
or disclaimer",19,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,10,"Cost Auditor:  The provisions of Section 148 
of the Companies Act, 2013 (“the Act”), read 
STATUTORY REPORTS32
ANNUAL REPORT 2024-25with Rule 3 of the Companies (Cost Records 
and Audit) Rules, 2014, are not applicable to 
the Company",37,Neutral,0,0.0,0,8,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,11,"Accordingly, the Company was 
not required to and has not appointed a Cost 
Auditor for the financial year under review",20,Neutral,0,0.0,0,5,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,13,"Secretarial Auditor:  Pursuant to the provisions 
of Section 204 of the Act, read with Rule 9 of the 
Companies (Appointment and Remuneration 
of Managerial Personnel) Rules, 2014 and 
Regulation 24A of the SEBI (Listing Obligations 
and Disclosure Requirements) Regulations, 
2015 (“SEBI Listing Regulations”), the Board 
of Directors appointed M/s",49,Neutral,0,0.0,0,8,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,14,BMP & Co,3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,15,"LLP, 
Practicing Company Secretaries, to conduct 
the Secretarial Audit of the Company for the 
financial year ended March 31, 2025",20,Neutral,0,0.0,0,4,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,16,"Secretarial Audit Report: In compliance with 
the provisions of Section 204 of the Companies 
Act, 2013 and Regulation 24A of the SEBI 
Listing Regulations, the Secretarial Audit 
Report of the Company for the financial year 
ended March 31, 2025, issued by M/s",42,Neutral,0,0.0,0,8,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,17,"BMP & 
Co",3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,18,"LLP, Practising Company Secretaries, is 
annexed to this Board’s Report as Annexure-III",12,Neutral,0,0.0,0,2,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,19,"The Secretarial Audit Report does not contain 
any qualification, reservation,  adverse remark 
or disclaimer",14,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,20,"Secretarial Audit Report Material Unlisted 
Subsidiaries : In compliance with the provisions 
of Section 204 of the Companies Act, 2013 and 
Regulation 24A of the SEBI Listing Regulations, 
the Secretarial Audit Reports of the Company’s 
material unlisted subsidiaries, namely Ola 
Electric Technologies Private Limited and 
Ola Cell Technologies Private Limited, for the 
financial year ended March 31, 2025, issued 
by Mr",61,Neutral,0,0.0,0,8,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,24,: 7834; CP No,4,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,25,": 
13784), Partner, M/s",4,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,26,BMP & Co,3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,27,"LLP, Practising 
Company Secretaries, have been annexed to 
this Board’s Report as Annexure-IV",13,Neutral,0,0.0,0,2,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,28,"Annual Secretarial Compliance Report: 
In compliance with Regulation 24A of the 
SEBI Listing Regulations, the Company has 
undertaken an audit for the financial year 
2024-25 for all applicable compliances as per 
SEBI Regulations and Circulars / Guidelines 
issued thereunder",39,Neutral,0,0.0,0,7,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,29,"The Annual Secretarial 
Compliance Report issued by Mr",8,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,33,: 7834; CP No,4,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,34,": 13784), Partner, 
M/s",4,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,35,BMP & Co,3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,36,"LLP, Practising Company 
Secretaries, has been submitted to the Stock 
Exchanges within the prescribed timelines",15,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,37,"Further, pursuant to Regulation 24A of the 
SEBI Listing Regulations and other applicable provisions of the Act, the Board of Directors, 
based on the recommendations of the Audit 
Committee and Board of Directors, at its 
meeting held on July 25, 2025, approved 
and recommended for the approval of the 
shareholders, the appointment of M/s",54,Neutral,0,0.0,0,9,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,38,"BMP 
& Co",3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,39,"LLP, Practicing Company Secretaries, a 
peer reviewed firm of Company Secretaries in 
whole time practice, as the Secretarial Auditors 
of the Company for a term of five consecutive 
financial years, commencing from FY 2025-
26 and ending on FY 2029-30, i",41,Neutral,0,0.0,0,3,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,41,", from the 
conclusion of the 8th Annual General Meeting 
until the conclusion of the 12th Annual General 
Meeting of the Company",22,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,43,"Internal Auditor:  The company also 
maintains a dedicated, independent, and 
professional Internal Audit (IA) function",15,Neutral,0,0.0,0,3,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,44,"This function, composed of highly qualified 
professionals, serves as a vital assurance 
provider, systematically evaluating and 
enhancing the effectiveness of the internal 
control systems and governance processes",27,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,45,"The IA team ensures independence, holistic 
scope approach and action oriented 
reporting including follow-up",14,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,46,"The Audit 
Committee has also appointed a co-
sourcing vendor from a Big 4 accounting 
firm, to complement the internal team’s 
capabilities and bring specialized expertise",26,Neutral,0,0.0,0,2,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,47,"All the reports are regularly presented to 
the management and the Audit Committee 
to facilitate timely corrective actions and 
continuous improvement",21,Neutral,0,0.0,0,2,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,49,"Reporting of Frauds by Auditors: Pursuant to the 
provisions of Section 143(12) of the Act, during the 
financial year under review, neither M/s",23,Neutral,0,0.0,0,4,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,50,B S R & Co,5,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,51,"LLP, Chartered Accountants, Statutory Auditors, 
nor M/s",7,Neutral,0,0.0,0,1,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,52,BMP & Co,3,Neutral,0,0.0,0,0,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,53,"LLP, Company Secretaries, 
Secretarial Auditors, of the Company, have reported 
any instance of fraud committed by the officers or 
employees of the Company to the Audit Committee",27,Neutral,0,0.0,0,5,,
Olaelectric,https://cdn.olaelectric.com/sites/evdp/pages/investor/financials/V1/FY25/Ola_Electric_Mobility_Limited_FY25_Annual_Report.pdf?_gl=1*tj44p5*_gcl_au*NzQ3OTczODYwLjE3NTQxNDU2NTk.,55,"INTERNAL FINANCIAL CONTROLS AND THEIR 
ADEQUACY:
 At OEM, we recognize that robust internal control  
 systems and an effective internal audit function  
 are cornerstones of sound",25,Positive,2,2.0,1,1,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,1,"Management Discussion and Analysis
Global Pharmaceutical Industry1
The global pharmaceutical industry witnessed a 
transformative phase in the past year, driven by scientific 
breakthroughs, demographic shifts, evolving patient 
needs and rapid digitalisation",31,Neutral,0,0.0,0,1,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,2,"Amidst evolving global 
health demands and economic pressures, the industry 
strengthened its foundation for long-term growth 
while adapting to structural changes across regions and 
therapeutic segments",26,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,3,"In 2024, global medicine spending continued its upward 
trajectory, reflecting a growing demand for chronic care, 
specialty treatments and innovative therapies",21,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,4,"Total 
pharmaceutical spending remains on course to exceed US$ 
2",10,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,5,"3 Trillion by 2028, supported by a projected CAGR of 5–8%",11,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,6,"While volume growth plateaued in 2023, it is expected to 
grow at an average rate of 2",17,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,7,"3% through 2028, driven by 
emerging markets such as China, India, Southeast Asia and 
Latin America",16,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,8,"These regions are poised to drive the next 
phase of global demand, in contrast to mature markets such as 
North America, Western Europe and Japan, where per capita 
consumption levels are already high and future growth is 
expected to moderate",40,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,9,"Therapeutic innovation has remained a key driver with 
increased use of specialty medicines for chronic and rare 
conditions, along with growing adoption of novel biologics 
and small molecule therapies",29,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,10,"Oncology and immunology 
have continued to lead growth in therapy areas, while new 
developments in neurology and mental health treatments 
have added momentum",23,Positive,2,2.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,11,"In particular, the rapid uptake 
of GLP-1 agonists for diabetes and obesity are signalling 
a paradigm shift in metabolic care, further reshaping 
usage trends",24,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,12,"Despite lower manufacturer net sales due to confidential 
rebates and pricing pressures, last few years have seen 
robust spending across key regions, driven by the launch 
of new brands and the expansion of innovative treatment 
options",36,Positive,4,2.0,2,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,13,"Developed economies, while mature in terms of 
volume, have continued to invest in high-value therapeutics, 
contributing to a more diverse and innovation-led 
portfolio mix",24,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,14,"Digital transformation has advanced across the 
pharmaceutical value chain in last few years",13,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,15,"Companies 
are adopting data-driven tools to optimise clinical trials, 
enhance patient targeting and strengthen supply chains",16,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,16,"AI-enabled drug discovery, real-world evidence platforms 
and integrated digital health solutions are redefining how 
pharmaceutical organisations engage with patients and 
deliver care outcomes",23,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,17,"Operational agility has also improved, 
supported by advancements in modular manufacturing and 
predictive analytics",14,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,18,"Global disparities in per capita consumption have persisted 
through last few years",12,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,19,"High-income countries like Japan 
and Western Europe have recorded usage levels more than 
twice that of lower-income regions",18,Neutral,0,0.0,0,2,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,20,"While consumption is 
gradually rising in Africa and the Middle East, challenges 
in infrastructure, affordability and access continue to limit 
growth",21,Positive,4,2.0,2,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,21,"These persistent gaps underscore the critical need 
for inclusive access strategies",11,Negative,-3,3.0,1,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,22,"As cost pressures mount, particularly in developed 
economies, payers are recalibrating reimbursement 
models to ensure value-based outcomes",17,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,23,"Efforts to 
moderate spending include greater emphasis on generics 
and biosimilars, performance-linked pricing mechanisms 
and cost-sharing arrangements with patients",19,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,24,"Striking the 
balance between affordability and innovation remains a core 
priority for healthcare systems worldwide",15,Neutral,0,0.0,0,0,,
Sunpharma,https://sunpharma.com/wp-content/uploads/2025/07/Managing-Directors-Message-and-Management-Discussion-Analysis.pdf,25,Sun Pharmaceutical Industries Limited   |   Annual Report 2024-2514 Statutory Reports Corporate Overview,12,Neutral,0,0.0,0,1,,
